Brand,State/Province,Country,Postcode
Starbucks,44,CN,529000
Starbucks,44,CN,518172
Starbucks,44,CN,518000
Starbucks,44,CN,518067
Starbucks,44,CN,
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518002
Starbucks,44,CN,518000
Starbucks,44,CN,518053
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518218
Starbucks,44,CN,518053
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518054
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518048
Starbucks,44,CN,
Starbucks,44,CN,518055
Starbucks,44,CN,518000
Starbucks,44,CN,518033
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518040
Starbucks,44,CN,518000
Starbucks,44,CN,518057
Starbucks,44,CN,518057
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518020
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518052
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518001
Starbucks,44,CN,518000
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518116
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518054
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,512000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518036
Starbucks,44,CN,
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,
Starbucks,44,CN,518028
Starbucks,44,CN,512000
Starbucks,44,CN,
Starbucks,44,CN,518001
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518028
Starbucks,44,CN,518053
Starbucks,44,CN,518040
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518035
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,518054
Starbucks,44,CN,518000
Starbucks,44,CN,518034
Starbucks,44,CN,518000
Starbucks,44,CN,518000
Starbucks,44,CN,101
Starbucks,44,CN,518000
Starbucks,44,CN,511500
Starbucks,44,CN,524000
Starbucks,44,CN,524000
Starbucks,44,CN,524000
Starbucks,44,CN,524000
Starbucks,44,CN,519000
Starbucks,44,CN,
Starbucks,44,CN,519000
Starbucks,44,CN,519015
Starbucks,44,CN,519000
Starbucks,44,CN,519000
Starbucks,44,CN,
Starbucks,44,CN,519000
Starbucks,44,CN,519000
Starbucks,44,CN,
Starbucks,44,CN,519000
Starbucks,44,CN,
Starbucks,44,CN,519000
Starbucks,44,CN,519015
Starbucks,44,CN,526000
Starbucks,44,CN,529500
Starbucks,45,CN,536000
Starbucks,45,CN,530000
Starbucks,45,CN,530028
Starbucks,45,CN,530000
Starbucks,45,CN,530000
Starbucks,45,CN,530028
Starbucks,45,CN,530028
Starbucks,45,CN,530028
Starbucks,45,CN,530022
Starbucks,45,CN,530000
Starbucks,45,CN,530001
Starbucks,45,CN,530000
Starbucks,45,CN,530028
Starbucks,45,CN,545000
Starbucks,45,CN,545000
Starbucks,45,CN,545000
Starbucks,45,CN,545000
Starbucks,45,CN,545000
Starbucks,45,CN,
Starbucks,45,CN,541000
Starbucks,45,CN,541000
Starbucks,46,CN,572000
Starbucks,46,CN,572000
Starbucks,46,CN,572021
Starbucks,46,CN,572000
Starbucks,46,CN,572000
Starbucks,46,CN,572000
Starbucks,46,CN,571700
Starbucks,46,CN,570100
Starbucks,46,CN,570100
Starbucks,46,CN,570000
Starbucks,46,CN,570203
Starbucks,46,CN,570000
Starbucks,46,CN,570100
Starbucks,46,CN,570000
Starbucks,46,CN,570100
Starbucks,46,CN,570000
Starbucks,50,CN,
Starbucks,50,CN,
Starbucks,50,CN,410000
Starbucks,50,CN,401147
Starbucks,50,CN,410000
Starbucks,50,CN,400010
Starbucks,50,CN,
Starbucks,50,CN,
Starbucks,50,CN,
Starbucks,50,CN,400000
Starbucks,50,CN,
Starbucks,50,CN,400060
Starbucks,50,CN,
Starbucks,50,CN,
Starbucks,50,CN,410000
Starbucks,50,CN,410000
Starbucks,50,CN,400000
Starbucks,50,CN,400000
Starbucks,50,CN,400001
Starbucks,50,CN,
Starbucks,50,CN,
Starbucks,50,CN,40000
Starbucks,50,CN,401147
Starbucks,50,CN,404100
Starbucks,50,CN,
Starbucks,50,CN,410000
Starbucks,50,CN,410000
Starbucks,50,CN,401331
Starbucks,50,CN,400000
Starbucks,50,CN,400020
Starbucks,50,CN,400000
Starbucks,50,CN,400000
Starbucks,50,CN,400010
Starbucks,50,CN,
Starbucks,50,CN,400020
Starbucks,50,CN,400060
Starbucks,50,CN,
Starbucks,50,CN,0
Starbucks,50,CN,
Starbucks,50,CN,410000
Starbucks,50,CN,40000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,618000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610041
Starbucks,51,CN,610000
Starbucks,51,CN,610041
Starbucks,51,CN,610000
Starbucks,51,CN,610041
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610200
Starbucks,51,CN,610041
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610041
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610012
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610021
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610041
Starbucks,51,CN,610041
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610021
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610021
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,101
Starbucks,51,CN,610000
Starbucks,51,CN,610036
Starbucks,51,CN,
Starbucks,51,CN,60000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610021
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,101
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,61000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,10
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610000
Starbucks,51,CN,610021
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,610000
Starbucks,51,CN,
Starbucks,51,CN,621000
Starbucks,51,CN,621000
Starbucks,51,CN,621000
Starbucks,52,CN,
Starbucks,52,CN,550000
Starbucks,52,CN,550000
Starbucks,52,CN,550000
Starbucks,52,CN,
Starbucks,52,CN,550000
Starbucks,52,CN,550000
Starbucks,52,CN,
Starbucks,52,CN,550000
Starbucks,53,CN,
Starbucks,53,CN,674100
Starbucks,53,CN,671000
Starbucks,53,CN,650000
Starbucks,53,CN,
Starbucks,53,CN,650021
Starbucks,53,CN,650000
Starbucks,53,CN,650000
Starbucks,53,CN,650021
Starbucks,53,CN,650000
Starbucks,53,CN,
Starbucks,53,CN,
Starbucks,53,CN,650238
Starbucks,53,CN,
Starbucks,53,CN,650021
Starbucks,53,CN,
Starbucks,53,CN,
Starbucks,53,CN,950200
Starbucks,53,CN,650000
Starbucks,53,CN,
Starbucks,53,CN,650021
Starbucks,53,CN,
Starbucks,53,CN,650000
Starbucks,53,CN,650000
Starbucks,61,CN,710000
Starbucks,61,CN,721000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,101
Starbucks,61,CN,710002
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710054
Starbucks,61,CN,710000
Starbucks,61,CN,71000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710075
Starbucks,61,CN,710001
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710600
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710000
Starbucks,61,CN,710001
Starbucks,61,CN,710000
Starbucks,61,CN,710068
Starbucks,61,CN,710000
Starbucks,62,CN,730000
Starbucks,62,CN,
Starbucks,62,CN,730000
Starbucks,63,CN,810000
Starbucks,63,CN,810000
Starbucks,63,CN,810000
Starbucks,64,CN,
Starbucks,64,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,0
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,91,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,92,CN,
Starbucks,DC,CO,110111
Starbucks,DC,CO,
Starbucks,DC,CO,110111
Starbucks,DC,CO,110911
Starbucks,DC,CO,110111
Starbucks,DC,CO,110111
Starbucks,DC,CO,110111
Starbucks,DC,CO,
Starbucks,DC,CO,110911
Starbucks,DC,CO,110111
Starbucks,DC,CO,5001000
Starbucks,A,CR,
Starbucks,A,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,SJ,CR,
Starbucks,CW,CW,
Starbucks,CW,CW,
Starbucks,CW,CW,
Starbucks,1,CY,
Starbucks,1,CY,1066
Starbucks,1,CY,1011
Starbucks,1,CY,2025
Starbucks,2,CY,4045
Starbucks,2,CY,3105
Starbucks,2,CY,3060
Starbucks,2,CY,3040
Starbucks,3,CY,6023
Starbucks,5,CY,8042
Starbucks,JM,CZ,625 00
Starbucks,JM,CZ,664042
Starbucks,JM,CZ,
Starbucks,JM,CZ,602 00
Starbucks,MO,CZ,702 00
Starbucks,MO,CZ,700 30
Starbucks,PR,CZ,118 00
Starbucks,PR,CZ,148 00
Starbucks,PR,CZ,150 00
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,160 00
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,160 08
Starbucks,PR,CZ,108 00
Starbucks,PR,CZ,155 21
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,150 00
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,18600
Starbucks,PR,CZ,190 00
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,12000
Starbucks,PR,CZ,199 00
Starbucks,PR,CZ,110 00
Starbucks,PR,CZ,148 00
Starbucks,PR,CZ,150 00
Starbucks,BB,DE,14480
Starbucks,BB,DE,14467
Starbucks,BE,DE,10719
Starbucks,BE,DE,10785
Starbucks,BE,DE,10785
Starbucks,BE,DE,10117
Starbucks,BE,DE,10719
Starbucks,BE,DE,12163
Starbucks,BE,DE,10707
Starbucks,BE,DE,10179
Starbucks,BE,DE,10623
Starbucks,BE,DE,10969
Starbucks,BE,DE,10117
Starbucks,BE,DE,
Starbucks,BE,DE,10117
Starbucks,BE,DE,10559
Starbucks,BE,DE,10785
Starbucks,BE,DE,13405
Starbucks,BE,DE,10557
Starbucks,BE,DE,10719
Starbucks,BE,DE,10627
Starbucks,BE,DE,10178
Starbucks,BW,DE,76532
Starbucks,BW,DE,71032
Starbucks,BW,DE,73728
Starbucks,BW,DE,79098
Starbucks,BW,DE,79098
Starbucks,BW,DE,79098
Starbucks,BW,DE,69117
Starbucks,BW,DE,69117
Starbucks,BW,DE,74072
Starbucks,BW,DE,74072
Starbucks,BW,DE,76133
Starbucks,BW,DE,76133
Starbucks,BW,DE,76133
Starbucks,BW,DE,71229
Starbucks,BW,DE,71634
Starbucks,BW,DE,68161
Starbucks,BW,DE,70173
Starbucks,BW,DE,70173
Starbucks,BW,DE,70173
Starbucks,BW,DE,70173
Starbucks,BW,DE,70173
Starbucks,BY,DE,91052
Starbucks,BY,DE,92655
Starbucks,BY,DE,80331
Starbucks,BY,DE,80802
Starbucks,BY,DE,80335
Starbucks,BY,DE,80539
Starbucks,BY,DE,80335
Starbucks,BY,DE,80331
Starbucks,BY,DE,81737
Starbucks,BY,DE,80335
Starbucks,BY,DE,85356
Starbucks,BY,DE,80331
Starbucks,BY,DE,
Starbucks,BY,DE,81245
Starbucks,BY,DE,90403
Starbucks,BY,DE,90402
Starbucks,BY,DE,90402
Starbucks,BY,DE,90402
Starbucks,HB,DE,28237
Starbucks,HB,DE,28237
Starbucks,HB,DE,28195
Starbucks,HB,DE,28195
Starbucks,HE,DE,64283
Starbucks,HE,DE,60320
Starbucks,HE,DE,60549
Starbucks,HE,DE,60549
Starbucks,HE,DE,60547
Starbucks,HE,DE,60435
Starbucks,HE,DE,60549
Starbucks,HE,DE,60327
Starbucks,HE,DE,60313
Starbucks,HE,DE,60329
Starbucks,HE,DE,60313
Starbucks,HE,DE,60311
Starbucks,HE,DE,60313
Starbucks,HE,DE,60311
Starbucks,HE,DE,60329
Starbucks,HE,DE,60388
Starbucks,HE,DE,60439
Starbucks,HE,DE,60313
Starbucks,HE,DE,34117
Starbucks,HE,DE,63065
Starbucks,HE,DE,65843
Starbucks,HE,DE,68519
Starbucks,HE,DE,64331
Starbucks,HE,DE,65189
Starbucks,HE,DE,65183
Starbucks,HE,DE,65189
Starbucks,HH,DE,22335
Starbucks,HH,DE,20457
Starbucks,HH,DE,20095
Starbucks,HH,DE,22391
Starbucks,HH,DE,20249
Starbucks,HH,DE,20095
Starbucks,HH,DE,20354
Starbucks,HH,DE,20095
Starbucks,HH,DE,22609
Starbucks,HH,DE,20355
Starbucks,HH,DE,20354
Starbucks,HH,DE,22587
Starbucks,HH,DE,20095
Starbucks,NI,DE,38100
Starbucks,NI,DE,38100
Starbucks,NI,DE,30159
Starbucks,NI,DE,30159
Starbucks,NI,DE,49074
Starbucks,NI,DE,29614
Starbucks,NW,DE,52062
Starbucks,NW,DE,33602
Starbucks,NW,DE,44787
Starbucks,NW,DE,53227
Starbucks,NW,DE,53111
Starbucks,NW,DE,53111
Starbucks,NW,DE,50667
Starbucks,NW,DE,50667
Starbucks,NW,DE,50672
Starbucks,NW,DE,50667
Starbucks,NW,DE,44135
Starbucks,NW,DE,44137
Starbucks,NW,DE,44137
Starbucks,NW,DE,40212
Starbucks,NW,DE,40210
Starbucks,NW,DE,40213
Starbucks,NW,DE,40474
Starbucks,NW,DE,40231
Starbucks,NW,DE,40474
Starbucks,NW,DE,47051
Starbucks,NW,DE,47051
Starbucks,NW,DE,47051
Starbucks,NW,DE,45130
Starbucks,NW,DE,45127
Starbucks,NW,DE,45127
Starbucks,NW,DE,50858
Starbucks,NW,DE,51147
Starbucks,NW,DE,51373
Starbucks,NW,DE,45472
Starbucks,NW,DE,48143
Starbucks,NW,DE,46047
Starbucks,NW,DE,46047
Starbucks,NW,DE,46047
Starbucks,NW,DE,42103
Starbucks,RP,DE,56651
Starbucks,RP,DE,56068
Starbucks,RP,DE,55116
Starbucks,RP,DE,53577
Starbucks,RP,DE,66877
Starbucks,RP,DE,54529
Starbucks,SH,DE,24103
Starbucks,SH,DE,24539
Starbucks,SL,DE,66111
Starbucks,SL,DE,66111
Starbucks,SN,DE,1067
Starbucks,SN,DE,1069
Starbucks,SN,DE,1069
Starbucks,SN,DE,4109
Starbucks,SN,DE,4109
Starbucks,TH,DE,99084
Starbucks,15,DK,1360
Starbucks,15,DK,2100
Starbucks,15,DK,1560
Starbucks,15,DK,2000
Starbucks,81,DK,9220
Starbucks,81,DK,9200
Starbucks,81,DK,9000
Starbucks,83,DK,5230
Starbucks,84,DK,2300
Starbucks,84,DK,1570
Starbucks,84,DK,1550
Starbucks,84,DK,
Starbucks,84,DK,2670
Starbucks,84,DK,2770
Starbucks,84,DK,2770
Starbucks,84,DK,2770
Starbucks,84,DK,4700
Starbucks,DK,DK,8000
Starbucks,DK,DK,8000
Starbucks,DK,DK,6000
Starbucks,DK,DK,7100
Starbucks,ALX,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,EG-C
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,C,EG,
Starbucks,JS,EG,
Starbucks,JS,EG,
Starbucks,JS,EG,
Starbucks,AB,ES,28046
Starbucks,AN,ES,46960
Starbucks,AN,ES,29004
Starbucks,AN,ES,29007
Starbucks,AN,ES,29602
Starbucks,AN,ES,29004
Starbucks,AN,ES,29005
Starbucks,AN,ES,CP 46940
Starbucks,AN,ES,29006
Starbucks,AN,ES,41001
Starbucks,AN,ES,41004
Starbucks,AN,ES,41004
Starbucks,AN,ES,41001
Starbucks,AN,ES,46003
Starbucks,AN,ES,46002
Starbucks,AN,ES,46002
Starbucks,AN,ES,46002
Starbucks,BI,ES,48001
Starbucks,BI,ES,48180
Starbucks,C,ES,15008
Starbucks,C,ES,15006
Starbucks,CL,ES,3003
Starbucks,CL,ES,35071
Starbucks,CT,ES,8030
Starbucks,CT,ES,8018
Starbucks,CT,ES,8017
Starbucks,CT,ES,829
Starbucks,CT,ES,8008
Starbucks,CT,ES,8002
Starbucks,CT,ES,8026
Starbucks,CT,ES,8013
Starbucks,CT,ES,8430
Starbucks,CT,ES,8007
Starbucks,CT,ES,8002
Starbucks,CT,ES,8018
Starbucks,CT,ES,8034
Starbucks,CT,ES,8007
Starbucks,CT,ES,8007
Starbucks,CT,ES,8039
Starbucks,CT,ES,8002
Starbucks,CT,ES,8001
Starbucks,CT,ES,8003
Starbucks,CT,ES,8005
Starbucks,IB,ES,0
Starbucks,IB,ES,S N 07071
Starbucks,M,ES,28003
Starbucks,MA,ES,29660
Starbucks,MD,ES,28050
Starbucks,MD,ES,28046
Starbucks,MD,ES,28020
Starbucks,MD,ES,28004
Starbucks,MD,ES,28008
Starbucks,MD,ES,28001
Starbucks,MD,ES,28939
Starbucks,MD,ES,28013
Starbucks,MD,ES,28916
Starbucks,MD,ES,28005
Starbucks,MD,ES,28008
Starbucks,MD,ES,28004
Starbucks,MD,ES,280020
Starbucks,MD,ES,28004
Starbucks,MD,ES,28012
Starbucks,MD,ES,CP 28042
Starbucks,MD,ES,28006
Starbucks,MD,ES,28014
Starbucks,MD,ES,28013
Starbucks,MD,ES,28029
Starbucks,MD,ES,28002
Starbucks,MD,ES,28700
Starbucks,MD,ES,
Starbucks,MD,ES,28100
Starbucks,MD,ES,28013
Starbucks,MD,ES,28230
Starbucks,MD,ES,28006
Starbucks,MD,ES,28013
Starbucks,MD,ES,28013
Starbucks,MD,ES,28012
Starbucks,MD,ES,28906
Starbucks,MD,ES,28014
Starbucks,MD,ES,28051
Starbucks,MD,ES,28521
Starbucks,MD,ES,CP 28042
Starbucks,MD,ES,28006
Starbucks,MD,ES,CP 28042
Starbucks,MD,ES,28004
Starbucks,MD,ES,28020
Starbucks,MD,ES,28036
Starbucks,MD,ES,28006
Starbucks,MD,ES,28043
Starbucks,MD,ES,28008
Starbucks,MD,ES,28013
Starbucks,MD,ES,28054
Starbucks,MD,ES,28224
Starbucks,MD,ES,28223
Starbucks,MD,ES,28222
Starbucks,MD,ES,28700
Starbucks,MD,ES,28250
Starbucks,MU,ES,30005
Starbucks,SS,ES,20004
Starbucks,Z,ES,50021
Starbucks,ZAB,ES,3195
Starbucks,2,FI,1530
Starbucks,2,FI,1530
Starbucks,18,FI,2600
Starbucks,18,FI,100
Starbucks,18,FI,130
Starbucks,ES,FI,930
Starbucks,ES,FI,1510
Starbucks,ES,FI,1600
Starbucks,A,FR,68100
Starbucks,A,FR,67000
Starbucks,B,FR,33324
Starbucks,B,FR,33000
Starbucks,B,FR,33000
Starbucks,B,FR,33000
Starbucks,B,FR,33700
Starbucks,C,FR,63100
Starbucks,D,FR,21000
Starbucks,F,FR,28160
Starbucks,J,FR,94748
Starbucks,J,FR,77700
Starbucks,J,FR,92400
Starbucks,J,FR,92400
Starbucks,J,FR,92001
Starbucks,J,FR,94396
Starbucks,J,FR,94546
Starbucks,J,FR,75008
Starbucks,J,FR,75001
Starbucks,J,FR,75116
Starbucks,J,FR,75009
Starbucks,J,FR,92300
Starbucks,J,FR,75009
Starbucks,J,FR,75018
Starbucks,J,FR,75008
Starbucks,J,FR,75010
Starbucks,J,FR,75017
Starbucks,J,FR,75011
Starbucks,J,FR,75009
Starbucks,J,FR,75015
Starbucks,J,FR,75002
Starbucks,J,FR,75006
Starbucks,J,FR,75011
Starbucks,J,FR,75006
Starbucks,J,FR,75004
Starbucks,J,FR,75001
Starbucks,J,FR,75009
Starbucks,J,FR,75007
Starbucks,J,FR,75010
Starbucks,J,FR,75009
Starbucks,J,FR,75002
Starbucks,J,FR,75015
Starbucks,J,FR,75004
Starbucks,J,FR,75015
Starbucks,J,FR,75015
Starbucks,J,FR,75015
Starbucks,J,FR,75005
Starbucks,J,FR,75001
Starbucks,J,FR,75012
Starbucks,J,FR,75001
Starbucks,J,FR,75006
Starbucks,J,FR,75005
